id,chr,start,end,strand,flagged,hit_start,best_bits,tata_center,tss_overlap,klass
train_negative_51,chr3,72289675,72290175,+,False,76,0.63725513,72289754.5,False,negative
train_negative_52,chr14,81725281,81725781,+,True,411,1.359276,81725695.5,False,negative
train_negative_53,chr8,43956260,43956760,+,True,45,1.3003176,43956308.5,False,negative
train_negative_54,chr2,15829876,15830376,+,False,78,1.0867798,15829957.5,False,negative
train_negative_55,chr3,28802850,28803350,+,True,448,1.6909801,28803301.5,False,negative
train_negative_56,chr1,56475490,56475990,+,True,158,1.3003176,56475651.5,False,negative
train_negative_57,chr10,22472453,22472953,+,False,482,1.2178755,22472938.5,False,negative
train_negative_58,chr3,153427635,153428135,+,True,442,1.3003176,153428080.5,False,negative
train_negative_59,chr13,87874632,87875132,+,False,14,1.0867798,87874649.5,False,negative
train_negative_60,chr1,26635218,26635718,+,True,102,1.5662874,26635323.5,False,negative
train_negative_61,chr1,119180280,119180780,+,False,425,1.2178755,119180708.5,False,negative
train_negative_62,chr17,69616068,69616568,+,False,112,1.0867798,69616183.5,False,negative
train_negative_63,chr10,34869326,34869826,+,True,202,1.5662874,34869531.5,False,negative
train_negative_64,chr12,42948104,42948604,+,True,401,1.5662874,42948508.5,False,negative
train_negative_65,chr22,18640244,18640744,+,True,394,1.3003176,18640641.5,False,negative
train_negative_66,chr4,59165835,59166335,+,True,297,1.6909801,59166135.5,False,negative
train_negative_67,chr10,114069190,114069690,+,True,474,1.4028636,114069667.5,False,negative
train_negative_68,chr21,22220296,22220796,+,True,388,1.6909801,22220687.5,False,negative
train_negative_69,chr1,232365738,232366238,+,True,17,1.6909801,232365758.5,False,negative
train_negative_70,chr16,61607706,61608206,+,True,141,1.6909801,61607850.5,False,negative
train_negative_71,chr7,35517535,35518035,+,False,205,1.1103598,35517743.5,False,negative
train_negative_72,chr1,70803732,70804232,+,False,479,1.175625,70804214.5,False,negative
train_negative_73,chr12,17094837,17095337,+,False,364,1.1854223,17095204.5,False,negative
train_negative_74,chr12,87949445,87949945,+,True,263,1.4028636,87949711.5,False,negative
train_negative_75,chr10,33569787,33570287,+,False,459,1.2178754,33570249.5,False,negative
train_negative_76,chr4,119841774,119842274,+,False,234,1.2178755,119842011.5,False,negative
train_negative_77,chr3,21084714,21085214,+,True,8,1.3003176,21084725.5,False,negative
train_negative_78,chr8,72346558,72347058,+,True,169,1.4028636,72346730.5,False,negative
train_negative_79,chr3,94832277,94832777,+,True,48,1.3003176,94832328.5,False,negative
train_negative_80,chr12,73919524,73920024,+,True,241,1.5662874,73919768.5,False,negative
train_negative_81,chr16,76771254,76771754,+,True,393,1.359276,76771650.5,False,negative
train_negative_82,chr12,11498006,11498506,+,True,430,1.5662873,11498439.5,False,negative
train_negative_83,chr1,79526919,79527419,+,True,382,1.5662874,79527304.5,False,negative
train_negative_84,chr5,113635418,113635918,+,False,114,1.2178755,113635535.5,False,negative
train_negative_85,chr7,101691519,101692019,+,False,248,0.9543365,101691770.5,False,negative
train_negative_86,chr5,164968632,164969132,+,False,449,0.9543366,164969084.5,False,negative
train_negative_87,chr11,46206424,46206924,+,False,147,1.2178754,46206574.5,False,negative
train_negative_88,chr2,59244179,59244679,+,False,134,0.9856671,59244316.5,False,negative
train_negative_89,chr18,30211385,30211885,+,False,284,1.0867798,30211672.5,False,negative
train_negative_90,chr8,90566561,90567061,+,True,37,1.3003176,90566601.5,False,negative
train_negative_91,chr6,121042382,121042882,+,True,15,1.5662873,121042400.5,False,negative
train_negative_92,chr13,44733492,44733992,+,True,104,1.6909801,44733599.5,False,negative
train_negative_93,chr10,19101586,19102086,+,True,223,1.5662874,19101812.5,False,negative
train_negative_94,chr10,43961869,43962369,+,False,292,0.9686136,43962164.5,False,negative
train_negative_95,chr1,94632411,94632911,+,True,18,1.4028636,94632432.5,False,negative
train_negative_96,chr4,96885349,96885849,+,True,390,1.4028636,96885742.5,False,negative
train_negative_97,chr3,40889125,40889625,+,True,262,1.6909801,40889390.5,False,negative
train_negative_98,chr11,81486460,81486960,+,True,103,1.6909801,81486566.5,False,negative
train_negative_99,chr4,135362791,135363291,+,True,130,1.5275564,135362924.5,False,negative
train_negative_100,chr1,163374948,163375448,+,True,103,1.3003176,163375054.5,False,negative
train_negative_101,chr11,97621440,97621940,+,True,116,1.5275564,97621559.5,False,negative
train_negative_102,chr8,5650680,5651180,+,True,432,1.6909801,5651115.5,False,negative
train_negative_103,chr12,88957206,88957706,+,False,128,1.2178754,88957337.5,False,negative
train_negative_104,chr4,110762659,110763159,+,False,367,0.7025204,110763029.5,False,negative
train_negative_105,chr3,30940346,30940846,+,False,102,1.0867798,30940451.5,False,negative
train_negative_106,chr13,81464948,81465448,+,True,332,1.6909801,81465283.5,False,negative
train_negative_107,chr10,52652636,52653136,+,False,124,0.9856671,52652763.5,False,negative
train_negative_108,chr12,84549114,84549614,+,True,43,1.5662873,84549160.5,False,negative
train_negative_109,chr10,89963770,89964270,+,True,40,1.3003176,89963813.5,False,negative
train_negative_110,chr1,118603912,118604412,+,True,94,1.5662873,118604009.5,False,negative
train_negative_111,chr3,162146317,162146817,+,True,276,1.5275564,162146596.5,False,negative
train_negative_112,chr1,83153696,83154196,+,True,482,1.5662874,83154181.5,False,negative
train_negative_113,chr4,16390866,16391366,+,True,167,1.6909801,16391036.5,False,negative
train_negative_114,chr8,18474468,18474968,+,False,118,1.2178755,18474589.5,False,negative
train_negative_115,chr6,57955510,57956010,+,True,129,1.5662874,57955642.5,False,negative
train_negative_116,chr6,120415617,120416117,+,True,252,1.5662874,120415872.5,False,negative
train_negative_117,chr8,63674906,63675406,+,False,424,0.9856671,63675333.5,False,negative
train_negative_118,chr3,182240521,182241021,+,True,436,1.6909801,182240960.5,False,negative
train_negative_119,chrX,45360201,45360701,+,False,127,0.79475987,45360331.5,False,negative
train_negative_120,chr13,46938116,46938616,+,False,77,1.2178755,46938196.5,False,negative
train_negative_121,chr8,2878252,2878752,+,False,250,1.0607296,2878505.5,True,negative
train_negative_122,chr3,135865677,135866177,+,True,280,1.6909801,135865960.5,False,negative
train_negative_123,chr16,15300412,15300912,+,False,284,1.0867798,15300699.5,False,negative
train_negative_124,chr1,76682600,76683100,+,False,61,1.2178754,76682664.5,False,negative
train_negative_125,chr6,10262424,10262924,+,True,425,1.359276,10262852.5,False,negative
train_negative_126,chr2,15791926,15792426,+,True,27,1.3003176,15791956.5,False,negative
train_negative_127,chr14,28232232,28232732,+,True,106,1.6909801,28232341.5,False,negative
train_negative_128,chr4,104517999,104518499,+,False,391,1.0931828,104518393.5,False,negative
train_negative_129,chr5,24336345,24336845,+,True,446,1.6909801,24336794.5,False,negative
train_negative_130,chr1,99185754,99186254,+,False,93,0.79475987,99185850.5,False,negative
train_negative_131,chr1,239963042,239963542,+,True,405,1.6909801,239963450.5,False,negative
train_negative_132,chr11,38815571,38816071,+,False,319,1.2178755,38815893.5,False,negative
train_negative_133,chr4,55666204,55666704,+,False,131,1.2178755,55666338.5,False,negative
train_negative_134,chr20,12499117,12499617,+,False,204,1.175625,12499324.5,False,negative
train_negative_135,chr5,107223891,107224391,+,True,186,1.5662874,107224080.5,False,negative
train_negative_136,chr7,13806564,13807064,+,False,34,0.9469361,13806601.5,False,negative
train_negative_137,chr3,101196150,101196650,+,True,136,1.5662873,101196289.5,False,negative
train_negative_138,chr2,41671472,41671972,+,False,59,1.0867798,41671534.5,False,negative
train_negative_139,chr4,55827030,55827530,+,False,59,1.1000797,55827092.5,False,negative
train_negative_140,chr1,4864488,4864988,+,True,291,1.4028636,4864782.5,False,negative
train_negative_141,chr7,109839049,109839549,+,False,465,0.7786557,109839517.5,False,negative
train_negative_142,chr1,121660891,121661391,+,True,167,1.3003176,121661061.5,False,negative
train_negative_143,chr18,38943610,38944110,+,False,225,0.9686136,38943838.5,False,negative
train_negative_144,chr3,153928184,153928684,+,True,367,1.6909801,153928554.5,False,negative
train_negative_145,chr11,116159412,116159912,+,False,50,0.6585666,116159465.5,False,negative
train_negative_146,chr12,78611130,78611630,+,False,265,1.175625,78611398.5,False,negative
train_negative_147,chr1,91183353,91183853,+,True,455,1.3003176,91183811.5,False,negative
train_negative_148,chr13,29723904,29724404,+,False,125,1.175625,29724032.5,False,negative
train_negative_149,chr17,64724655,64725155,+,True,220,1.6909801,64724878.5,False,negative
train_negative_150,chr10,6863149,6863649,+,True,247,1.6909801,6863399.5,False,negative
train_negative_151,chr10,106083486,106083986,+,False,91,1.0931828,106083580.5,False,negative
train_negative_152,chr1,228548264,228548764,+,False,305,0.86334926,228548572.5,False,negative
train_negative_153,chr4,18853858,18854358,+,True,230,1.6909801,18854091.5,False,negative
train_negative_154,chr5,61907678,61908178,+,True,39,1.5275564,61907720.5,False,negative
train_negative_155,chr16,66140951,66141451,+,False,268,0.9543365,66141222.5,False,negative
train_negative_156,chr20,21877585,21878085,+,False,399,1.1854223,21877987.5,False,negative
train_negative_157,chr20,21732395,21732895,+,True,118,1.5662874,21732516.5,False,negative
train_negative_158,chr3,90116511,90117011,+,True,279,1.5275564,90116793.5,False,negative
train_negative_159,chr8,93664303,93664803,+,False,138,0.9469361,93664444.5,False,negative
train_negative_160,chr16,59842784,59843284,+,True,303,1.6909801,59843090.5,False,negative
train_negative_161,chr3,88924564,88925064,+,True,454,1.3003176,88925021.5,False,negative
train_negative_162,chr10,79466072,79466572,+,False,33,1.2178755,79466108.5,False,negative
train_negative_163,chr3,165618193,165618693,+,True,196,1.6909801,165618392.5,False,negative
train_negative_164,chr4,133739260,133739760,+,False,353,0.9469361,133739616.5,False,negative
train_negative_165,chr19,56984917,56985417,+,True,69,1.5275564,56984989.5,False,negative
train_negative_166,chr6,8209854,8210354,+,False,156,1.0219986,8210013.5,False,negative
train_negative_167,chr16,14043467,14043967,+,False,307,0.9620872,14043777.5,False,negative
train_negative_168,chr1,106876810,106877310,+,True,311,1.6909801,106877124.5,False,negative
train_negative_169,chr8,83547729,83548229,+,False,67,0.7550759,83547799.5,False,negative
train_negative_170,chr12,80096424,80096924,+,True,480,1.6909801,80096907.5,False,negative
train_negative_171,chr8,108665527,108666027,+,False,474,1.2178755,108666004.5,False,negative
train_negative_172,chr5,70111417,70111917,+,True,60,1.359276,70111480.5,False,negative
train_negative_173,chr6,141010575,141011075,+,True,478,1.6909801,141011056.5,False,negative
train_negative_174,chr7,89362383,89362883,+,True,171,1.6909801,89362557.5,False,negative
train_negative_175,chr4,89697109,89697609,+,True,323,1.6909801,89697435.5,False,negative
train_negative_176,chr3,103927877,103928377,+,True,122,1.6909801,103928002.5,False,negative
train_negative_177,chr8,110861594,110862094,+,True,202,1.6909801,110861799.5,False,negative
train_negative_178,chr10,77761789,77762289,+,True,315,1.5662874,77762107.5,False,negative
train_negative_179,chr11,7760988,7761488,+,False,339,1.136894,7761330.5,False,negative
train_negative_180,chr4,95918738,95919238,+,False,226,1.1000797,95918967.5,False,negative
train_negative_181,chr5,104166144,104166644,+,True,229,1.5662873,104166376.5,False,negative
train_negative_182,chr1,102622797,102623297,+,False,444,1.0607296,102623244.5,False,negative
train_negative_183,chr15,45920055,45920555,+,True,97,1.6909801,45920155.5,False,negative
train_negative_184,chr4,124761983,124762483,+,True,98,1.6909801,124762084.5,False,negative
train_negative_185,chr16,32351793,32352293,+,False,466,0.9753869,32352262.5,False,negative
train_negative_186,chr7,21384717,21385217,+,True,97,1.5275564,21384817.5,False,negative
train_negative_187,chr5,126139337,126139837,+,True,313,1.6909801,126139653.5,False,negative
train_negative_188,chrX,11051069,11051569,+,True,485,1.6909801,11051557.5,False,negative
train_negative_189,chr6,35175777,35176277,+,False,179,1.2178754,35175959.5,False,negative
train_negative_190,chr8,36047086,36047586,+,True,211,1.6909801,36047300.5,False,negative
train_negative_191,chr3,109505724,109506224,+,True,169,1.5275564,109505896.5,False,negative
train_negative_192,chr1,191624056,191624556,+,True,360,1.3003176,191624419.5,False,negative
train_negative_193,chr1,202057193,202057693,+,False,334,1.2178755,202057530.5,False,negative
train_negative_194,chr10,105756645,105757145,+,True,179,1.5662873,105756827.5,False,negative
train_negative_195,chr21,23184826,23185326,+,False,57,0.69029456,23184886.5,False,negative
train_negative_196,chr4,44548793,44549293,+,True,189,1.5662873,44548985.5,False,negative
train_negative_197,chr6,52652297,52652797,+,False,245,1.2178755,52652545.5,False,negative
train_negative_198,chr11,97507719,97508219,+,False,13,1.0867798,97507735.5,False,negative
train_negative_199,chr12,67508920,67509420,+,True,33,1.359276,67508956.5,False,negative
train_negative_200,chr6,153849733,153850233,+,False,361,0.9856671,153850097.5,False,negative
train_negative_201,chr5,82810613,82811113,+,False,376,1.1854223,82810992.5,False,negative
train_negative_202,chr3,66921731,66922231,+,False,351,0.63725513,66922085.5,False,negative
train_negative_203,chr4,154971766,154972266,+,False,150,1.2178755,154971919.5,False,negative
train_negative_204,chr3,110021671,110022171,+,True,275,1.6909801,110021949.5,False,negative
train_negative_205,chr1,8248451,8248951,+,False,35,1.0931828,8248489.5,False,negative
train_negative_206,chr7,144152223,144152723,+,True,192,1.3003176,144152418.5,False,negative
train_negative_207,chr8,29787517,29788017,+,False,240,1.175625,29787760.5,False,negative
train_negative_208,chr5,101331987,101332487,+,False,223,1.0931828,101332213.5,False,negative
train_negative_209,chr1,47731517,47732017,+,False,159,0.79475987,47731679.5,False,negative
train_negative_210,chr13,28956376,28956876,+,False,79,0.8323787,28956458.5,False,negative
train_negative_211,chr8,134108406,134108906,+,False,98,1.1000797,134108507.5,False,negative
train_negative_212,chr12,114185609,114186109,+,False,418,1.0122013,114186030.5,False,negative
train_negative_213,chr21,21688094,21688594,+,True,64,1.4028636,21688161.5,False,negative
train_negative_214,chr4,80117274,80117774,+,True,181,1.6909801,80117458.5,False,negative
train_negative_215,chr1,229145035,229145535,+,True,248,1.4028636,229145286.5,False,negative
train_negative_216,chr11,104550880,104551380,+,True,221,1.6909801,104551104.5,False,negative
train_negative_217,chr16,55357537,55358037,+,True,75,1.5662873,55357615.5,False,negative
train_negative_218,chr1,101268234,101268734,+,False,383,1.0219986,101268620.5,False,negative
train_negative_219,chrX,26359196,26359696,+,False,276,1.1854223,26359475.5,False,negative
train_negative_220,chr16,16835002,16835502,+,False,301,0.9856671,16835306.5,False,negative
train_negative_221,chr4,43075794,43076294,+,True,134,1.6909801,43075931.5,False,negative
train_negative_222,chr1,215472706,215473206,+,True,267,1.5662873,215472976.5,False,negative
train_negative_223,chr2,30027693,30028193,+,True,92,1.3003176,30027788.5,False,negative
train_negative_224,chr4,104263993,104264493,+,True,233,1.6909801,104264229.5,False,negative
train_negative_225,chr15,84084518,84085018,+,False,185,1.1000795,84084706.5,False,negative
train_negative_226,chr6,94358333,94358833,+,True,461,1.5662873,94358797.5,False,negative
train_negative_227,chr13,27904468,27904968,+,True,4,1.359276,27904475.5,False,negative
train_negative_228,chr11,11130122,11130622,+,False,256,1.2178755,11130381.5,False,negative
train_negative_229,chr8,125727595,125728095,+,True,436,1.3003176,125728034.5,False,negative
train_negative_230,chr2,19874221,19874721,+,False,463,0.7683755,19874687.5,False,negative
train_negative_231,chr13,105652715,105653215,+,True,274,1.5275563,105652992.5,False,negative
train_negative_232,chr1,14008366,14008866,+,True,257,1.3003176,14008626.5,False,negative
train_negative_233,chr1,68938374,68938874,+,True,422,1.359276,68938799.5,False,negative
train_negative_234,chr6,145994697,145995197,+,True,408,1.3003176,145995108.5,False,negative
train_negative_235,chr10,71379370,71379870,+,True,254,1.6909801,71379627.5,False,negative
train_negative_236,chr14,28862499,28862999,+,True,140,1.359276,28862642.5,False,negative
train_negative_237,chr18,14561603,14562103,+,True,319,1.4028636,14561925.5,False,negative
train_negative_238,chr11,124056003,124056503,+,False,29,1.175625,124056035.5,False,negative
train_negative_239,chr5,29519675,29520175,+,True,165,1.3003176,29519843.5,False,negative
train_negative_240,chr18,37734921,37735421,+,True,27,1.6909801,37734951.5,False,negative
train_negative_241,chr22,21512536,21513036,+,False,185,0.2319701,21512724.5,False,negative
train_negative_242,chr5,124895285,124895785,+,True,354,1.4028636,124895642.5,False,negative
train_negative_243,chr15,31908536,31909036,+,False,426,1.2178754,31908965.5,False,negative
train_negative_244,chr1,159971540,159972040,+,False,149,1.0867798,159971692.5,False,negative
train_negative_245,chr14,36219046,36219546,+,True,308,1.6909801,36219357.5,False,negative
train_negative_246,chr20,21233610,21234110,+,True,146,1.6909801,21233759.5,False,negative
train_negative_247,chr3,145042094,145042594,+,True,115,1.359276,145042212.5,False,negative
train_negative_248,chr18,9447502,9448002,+,True,114,1.6909801,9447619.5,False,negative
train_negative_249,chr5,89925089,89925589,+,True,404,1.5662874,89925496.5,False,negative
train_negative_250,chr4,62955263,62955763,+,True,115,1.5662873,62955381.5,False,negative
train_negative_251,chr8,62076290,62076790,+,True,423,1.6909801,62076716.5,False,negative
train_negative_252,chr2,62464934,62465434,+,False,409,1.0607296,62465346.5,False,negative
train_negative_253,chr8,86840857,86841357,+,True,365,1.6909801,86841225.5,False,negative
train_negative_254,chr5,118285803,118286303,+,False,306,1.2178754,118286112.5,False,negative
train_negative_255,chr5,23788302,23788802,+,True,153,1.6909801,23788458.5,False,negative
train_negative_256,chr12,33250211,33250711,+,True,153,1.6909801,33250367.5,False,negative
train_negative_257,chr12,16130266,16130766,+,True,385,1.3003176,16130654.5,False,negative
train_negative_258,chr13,99177108,99177608,+,False,329,0.9543365,99177440.5,False,negative
train_negative_259,chr13,58940846,58941346,+,False,316,1.1854223,58941165.5,False,negative
train_negative_260,chr10,43777437,43777937,+,True,487,1.5275564,43777927.5,False,negative
train_negative_261,chr5,2487626,2488126,+,False,91,0.35603556,2487720.5,False,negative
train_negative_262,chr13,83394354,83394854,+,True,279,1.3003176,83394636.5,False,negative
train_negative_263,chr4,107769104,107769604,+,True,7,1.4028636,107769114.5,False,negative
train_negative_264,chr13,78551186,78551686,+,False,195,1.0867798,78551384.5,False,negative
train_negative_265,chr13,88714431,88714931,+,True,67,1.6909801,88714501.5,False,negative
train_negative_266,chr13,86613997,86614497,+,True,253,1.3003176,86614253.5,False,negative
train_negative_267,chr4,113853700,113854200,+,False,358,1.0867798,113854061.5,False,negative
train_negative_268,chr7,138367117,138367617,+,False,191,0.83237857,138367311.5,False,negative
train_negative_269,chr17,14898906,14899406,+,True,328,1.6909801,14899237.5,False,negative
train_negative_270,chr7,4512243,4512743,+,False,39,0.8537183,4512285.5,True,negative
train_negative_271,chr17,12300792,12301292,+,True,95,1.6909801,12300890.5,False,negative
train_negative_272,chr14,26819914,26820414,+,True,119,1.4028636,26820036.5,False,negative
train_negative_273,chr20,40184300,40184800,+,True,135,1.6909801,40184438.5,False,negative
train_negative_274,chr20,40035451,40035951,+,True,459,1.5662873,40035913.5,False,negative
train_negative_275,chr4,13172569,13173069,+,True,231,1.6909801,13172803.5,False,negative
train_negative_276,chr13,61850393,61850893,+,True,110,1.359276,61850506.5,False,negative
train_negative_277,chr3,16534313,16534813,+,False,458,0.827213,16534774.5,False,negative
train_negative_278,chr6,66706563,66707063,+,False,469,1.1854223,66707035.5,False,negative
train_negative_279,chr1,60555303,60555803,+,False,375,1.0931827,60555681.5,False,negative
train_negative_280,chr22,17048084,17048584,+,False,22,1.1854223,17048109.5,False,negative
train_negative_281,chr1,163239110,163239610,+,False,472,1.2178754,163239585.5,False,negative
train_negative_282,chr1,4838994,4839494,+,False,377,0.62697494,4839374.5,False,negative
train_negative_283,chr17,68683527,68684027,+,False,55,1.136894,68683585.5,False,negative
train_negative_284,chr15,45968177,45968677,+,True,125,1.6909801,45968305.5,False,negative
train_negative_285,chr1,105591677,105592177,+,False,311,1.0122013,105591991.5,False,negative
train_negative_286,chr14,62140062,62140562,+,False,196,1.1854223,62140261.5,True,negative
train_negative_287,chr16,22446782,22447282,-,False,100,1.0867798,,False,negative
train_negative_288,chr5,134452272,134452772,+,False,451,0.9543366,134452726.5,False,negative
train_negative_289,chr1,229772270,229772770,+,False,313,1.2178755,229772586.5,False,negative
train_negative_290,chr14,49072648,49073148,+,True,161,1.3003176,49072812.5,False,negative
train_negative_291,chr6,103252489,103252989,+,True,300,1.5662873,103252792.5,False,negative
train_negative_292,chr3,160052979,160053479,+,False,143,0.9543366,160053125.5,False,negative
train_negative_293,chr10,104568840,104569340,+,True,76,1.6909801,104568919.5,False,negative
train_negative_294,chr5,165204384,165204884,+,True,76,1.6909801,165204463.5,False,negative
train_negative_295,chr1,229949541,229950041,+,True,85,1.6909801,229949629.5,False,negative
train_negative_296,chr7,12143924,12144424,+,True,53,1.3003176,12143980.5,False,negative
train_negative_297,chr8,111370806,111371306,+,True,98,1.5662874,111370907.5,False,negative
train_negative_298,chr16,15200241,15200741,+,False,161,1.2178754,15200405.5,False,negative
train_negative_299,chr5,77898112,77898612,+,True,363,1.3003176,77898478.5,False,negative
train_negative_300,chr10,129199458,129199958,+,False,373,0.6226325,129199834.5,False,negative
train_negative_301,chr2,42933265,42933765,+,False,186,1.2178755,42933454.5,False,negative
train_negative_302,chr5,36364569,36365069,+,False,309,1.2178755,36364881.5,False,negative
train_negative_303,chr22,49744345,49744845,+,False,352,1.2178755,49744700.5,False,negative
train_negative_304,chr6,151167608,151168108,+,False,409,0.37371618,151168020.5,False,negative
train_negative_305,chr1,43113640,43114140,+,True,327,1.359276,43113970.5,False,negative
train_negative_306,chr16,26726850,26727350,+,False,44,1.0867798,26726897.5,False,negative
train_negative_307,chr11,13929412,13929912,+,False,207,1.0931828,13929622.5,False,negative
train_negative_308,chr15,70012432,70012932,+,True,176,1.5275563,70012611.5,False,negative
train_negative_309,chr7,122206209,122206709,+,False,180,0.7279133,122206392.5,False,negative
train_negative_310,chr11,44458823,44459323,+,False,49,0.67104405,44458875.5,False,negative
train_negative_311,chr13,88294059,88294559,+,True,98,1.4028636,88294160.5,False,negative
train_negative_312,chr18,40545062,40545562,+,False,325,1.2178755,40545390.5,False,negative
train_negative_313,chr3,141026102,141026602,+,True,52,1.359276,141026157.5,False,negative
train_negative_314,chr4,46184146,46184646,+,True,307,1.5662874,46184456.5,False,negative
train_negative_315,chr1,238319408,238319908,+,True,278,1.6909801,238319689.5,False,negative
train_negative_316,chr7,123402591,123403091,+,True,256,1.5662874,123402850.5,False,negative
train_negative_317,chr10,18941460,18941960,+,False,162,1.0931828,18941625.5,False,negative
train_negative_318,chr13,104271578,104272078,+,False,159,1.2178755,104271740.5,False,negative
train_negative_319,chr5,154111223,154111723,+,True,88,1.3003176,154111314.5,False,negative
train_negative_320,chr3,33462979,33463479,+,True,77,1.4028636,33463059.5,False,negative
train_negative_321,chr8,18488143,18488643,+,False,468,1.2178754,18488614.5,False,negative
train_negative_322,chr5,15397811,15398311,+,True,486,1.5275564,15398300.5,False,negative
train_negative_323,chr10,29057230,29057730,+,True,363,1.4028636,29057596.5,False,negative
train_negative_324,chr15,88773626,88774126,+,True,157,1.5662873,88773786.5,False,negative
train_negative_325,chr4,138673815,138674315,+,False,59,0.9543366,138673877.5,False,negative
train_negative_326,chr1,114201763,114202263,+,True,214,1.3003176,114201980.5,False,negative
train_negative_327,chr10,61222216,61222716,+,True,83,1.6909801,61222302.5,False,negative
train_negative_328,chr1,76826713,76827213,+,False,211,1.2178754,76826927.5,False,negative
train_negative_329,chr12,68436141,68436641,+,False,241,1.1103598,68436385.5,False,negative
train_negative_330,chr19,21656910,21657410,+,True,302,1.5662874,21657215.5,False,negative
train_negative_331,chr21,19899318,19899818,+,True,46,1.4028636,19899367.5,True,negative
